EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,button-press-topdown-v1_success_rate,button-press-topdown-v1_eval_rewards,door-v1_success_rate,door-v1_eval_rewards,drawer-close-v1_success_rate,drawer-close-v1_eval_rewards,drawer-open-v1_success_rate,drawer-open-v1_eval_rewards,ped-insert-side-v1_success_rate,ped-insert-side-v1_eval_rewards,pick-place-v1_success_rate,pick-place-v1_eval_rewards,push-v1_success_rate,push-v1_eval_rewards,reach-v1_success_rate,reach-v1_eval_rewards,window-close-v1_success_rate,window-close-v1_eval_rewards,window-open-v1_success_rate,window-open-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,alpha_6_Mean,alpha_6_Std,alpha_6_Max,alpha_6_Min,alpha_7_Mean,alpha_7_Std,alpha_7_Max,alpha_7_Min,alpha_8_Mean,alpha_8_Std,alpha_8_Max,alpha_8_Min,alpha_9_Mean,alpha_9_Std,alpha_9_Max,alpha_9_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_prob_6_Mean,log_prob_6_Std,log_prob_6_Max,log_prob_6_Min,log_prob_7_Mean,log_prob_7_Std,log_prob_7_Max,log_prob_7_Min,log_prob_8_Mean,log_prob_8_Std,log_prob_8_Max,log_prob_8_Min,log_prob_9_Mean,log_prob_9_Std,log_prob_9_Max,log_prob_9_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
424,8.614344120025635,890000,36979.16569,359990.35046,40043.28009,0.00417,8.60611,0.00401,0.66667,90629.19213,0.00000,-55.13396,0.00000,-11.38090,0.00000,44.15152,0.00000,-74.94422,0.00000,-97.57015,0.00000,-12.07026,1.00000,275873.30226,0.00000,1696.05828,0.00000,1800.05219,0.16667,170.52236,9.97861,199.91879,146.23453,18.51817,0.03408,18.56939,18.42920,0.34388,0.00151,0.34708,0.34178,0.11996,0.00052,0.12105,0.11905,0.06594,0.00060,0.06691,0.06508,0.08735,0.00188,0.09077,0.08450,0.06309,0.00059,0.06455,0.06260,10.61264,0.07516,10.76599,10.50689,0.05927,0.00159,0.06212,0.05657,0.39888,0.00234,0.40172,0.39300,0.60217,0.00275,0.60754,0.59793,-0.55061,0.46368,0.69565,-1.56391,-23403.28302,588.04461,-21682.07031,-25076.70117,249012.59250,105606.45366,787873.93750,87419.78906,292335.53504,134784.74666,964616.50000,105237.20312,1119.58948,519.84604,3901.67139,263.41241,55548780.68000,21674915.52521,164465152.00000,17218744.00000,70879668.82000,31289691.25271,157646512.00000,20490346.00000,-0.95090,0.02420,-0.90349,-1.00819,0.43783,0.01589,0.47135,0.40418,0.73336,0.69331,2.00000,0.13288,-3.14413,0.37363,-2.39902,-4.18838,3.94066,0.58880,5.78031,2.35911,4.07770,0.50893,5.14643,3.07507,4.14001,0.58164,5.84070,2.86089,3.64042,0.36617,4.70066,2.70484,3.25517,0.33955,4.40945,2.28453,4.33522,0.78604,6.92630,3.02863,4.22041,0.58348,5.95082,2.39428,2.77826,0.33135,3.66414,2.02801,3.85808,0.48190,4.87190,2.62997,3.82258,0.48404,5.18034,2.70012,3.80685,0.20552,4.31876,3.13324,3.97307,0.11371,4.25703,3.71555,22.82687,3.81590,42.81527,18.07663,-6.54350,1.26114,-4.44517,-11.94086,0.06092,0.03104,0.13090,-0.03994,1.42862,0.03160,1.51003,1.35375,5.79289,1.68284,12.62242,3.85189,-5.42175,0.84548,-3.85167,-9.58517
425,8.819326639175415,892000,42619.21219,568490.09135,40119.82755,0.01225,8.80285,0.00415,0.66667,134409.04173,0.00000,-49.20899,0.00000,-11.01257,0.00000,3594.81856,0.00000,-67.97625,0.00000,-87.68112,0.00000,-14.20049,1.00000,285337.57839,0.00000,1093.30823,0.00000,1987.45445,0.16667,170.16371,9.88936,203.92830,147.02095,18.22754,0.14551,18.52242,18.05873,0.34483,0.00331,0.34958,0.33837,0.12406,0.00155,0.12639,0.12109,0.06490,0.00073,0.06576,0.06340,0.08289,0.00096,0.08448,0.08062,0.06374,0.00076,0.06472,0.06262,10.76918,0.01743,10.80010,10.73526,0.05467,0.00105,0.05655,0.05289,0.38843,0.00237,0.39290,0.38455,0.58838,0.00876,0.59783,0.57396,-0.64680,0.63684,0.83400,-2.21873,-23404.91129,595.59893,-22012.76367,-24917.91602,311933.81773,427043.27934,5999955.00000,110964.12500,354420.42520,424264.59406,5771621.50000,120309.80469,1223.71943,585.41654,3702.56812,345.08423,67521784.62000,28942449.15372,180443056.00000,20232830.00000,74569531.66000,37722264.35135,366656608.00000,26118192.00000,-0.96819,0.02533,-0.90636,-1.02670,0.46610,0.01559,0.52851,0.43204,0.95824,0.65633,2.00000,0.00270,-3.76936,1.54180,-2.53465,-17.45188,4.10831,0.72077,6.00949,2.20337,3.67944,0.75192,5.67996,2.10648,4.42661,0.47507,5.53599,3.25678,3.62628,0.78948,5.20172,1.95187,3.45411,0.48893,4.70355,2.14144,3.57782,0.65170,4.99680,2.38233,4.02559,0.51930,5.25613,2.76856,3.03923,0.36408,4.17511,2.12702,3.94036,0.54086,5.26604,2.80415,3.53457,0.64367,5.09160,2.16086,3.74123,0.24578,4.33040,3.15636,3.97921,0.14037,4.35810,3.64225,23.70268,7.09463,64.23106,17.35924,-6.60611,1.29666,-4.31913,-13.25462,0.09186,0.07560,0.29075,-0.06323,1.40916,0.04672,1.60638,1.30707,6.93802,4.50022,45.66255,3.88060,-5.37314,1.52759,-3.96448,-23.88744
426,8.716164827346802,894000,44122.47454,484583.14999,37950.11885,0.00355,8.70888,0.00366,0.66667,138032.90271,0.00000,-28.49530,0.00000,-9.66276,0.00000,2793.25465,0.00000,-82.68417,0.00000,-93.64708,0.00000,-61.03852,1.00000,299096.23164,0.00000,-12.07866,0.00000,1589.96288,0.16667,171.49751,9.86407,211.73096,146.78691,19.09027,0.23454,19.33894,18.52535,0.34088,0.00212,0.34267,0.33683,0.12431,0.00148,0.12639,0.12108,0.06094,0.00143,0.06338,0.05837,0.07686,0.00167,0.08057,0.07432,0.06249,0.00026,0.06278,0.06170,10.78412,0.01255,10.81105,10.76459,0.05146,0.00067,0.05287,0.05040,0.39393,0.00413,0.40105,0.38885,0.56714,0.00321,0.57379,0.56236,-1.01748,0.47239,0.11239,-2.20117,-23539.12005,619.41743,-21710.55078,-25169.82812,279197.23145,236898.36869,2994923.00000,105750.89062,316924.94191,241046.48887,2936984.75000,100320.47656,1313.71368,789.17420,6430.68213,365.08771,58913509.04000,23259848.41094,145767616.00000,16469878.00000,68563847.97000,29376135.84877,205669776.00000,18301390.00000,-0.97942,0.02515,-0.91275,-1.06450,0.47862,0.01815,0.52396,0.43207,0.90842,0.61850,2.00000,-0.01133,-3.97859,1.42532,-2.92552,-14.61118,4.39622,0.81234,6.67551,2.48987,4.17192,0.55168,6.02385,2.92292,3.51785,0.43195,5.00411,2.37963,2.87053,0.33332,3.80236,1.94629,3.03364,0.55391,4.15131,1.66944,3.76163,0.68024,5.82558,2.44780,4.02267,0.51655,5.34413,2.82205,3.32920,0.36846,4.30461,2.39007,4.27717,0.45953,5.64822,3.09991,3.80042,0.49534,4.94642,2.46823,3.71813,0.22515,4.49026,3.20546,4.07217,0.14869,4.52804,3.72974,24.41208,6.95710,58.23861,17.22066,-6.81780,1.27565,-3.91120,-12.53800,0.04924,0.05948,0.18647,-0.08052,1.40040,0.04084,1.54892,1.30687,7.12362,4.90719,46.42764,3.85349,-5.01075,1.30961,-3.75678,-15.40510
427,8.677065372467041,896000,40565.72243,505870.58665,39247.69567,0.01671,8.65607,0.00417,0.33333,105342.79158,0.00000,-56.72371,0.00000,-9.58680,0.00000,-58.28933,0.00000,-73.81668,0.00000,-97.70447,0.00000,4881.53875,1.00000,285223.59971,0.00000,8276.32941,0.00000,2229.08584,0.13333,169.99484,10.58081,197.80937,139.81889,19.42114,0.08734,19.53569,19.21349,0.35299,0.00602,0.36135,0.34209,0.11695,0.00244,0.12104,0.11259,0.05673,0.00104,0.05835,0.05478,0.07184,0.00133,0.07430,0.06973,0.06098,0.00044,0.06169,0.06036,10.71509,0.05300,10.79859,10.64178,0.05011,0.00009,0.05039,0.04994,0.40177,0.00154,0.40509,0.39896,0.55909,0.00192,0.56309,0.55688,-0.65547,0.34726,0.31765,-1.56211,-23516.05929,610.64317,-21825.84961,-25361.05078,261492.14758,190087.27571,2395031.00000,101299.45312,297842.62891,174071.47246,1844531.00000,111146.08594,1280.59621,829.96596,9030.32715,423.16632,56988480.39500,20300634.73287,131586288.00000,16424295.00000,71758899.92000,29734588.60498,172374480.00000,19814698.00000,-1.02219,0.03058,-0.95128,-1.09658,0.48182,0.01527,0.51504,0.43094,0.78966,0.58857,2.00000,0.05506,-3.70816,0.71073,-2.83789,-8.33547,4.04237,0.72487,6.45971,2.05443,4.64357,0.49989,6.00342,3.61440,3.17026,0.40398,4.34510,2.06193,3.07453,0.37998,4.06130,2.04992,3.16351,0.38169,4.10221,2.15698,3.85312,0.61748,5.40677,2.27624,3.88643,0.57095,5.37665,2.52774,3.87986,0.36858,5.17921,3.01780,4.09204,0.55408,5.53425,2.89852,3.91761,0.49555,5.67534,2.71312,3.77233,0.19320,4.26511,3.25810,4.04379,0.14012,4.43897,3.72770,23.85432,5.34317,48.28641,18.24818,-6.51548,1.31693,-4.37500,-13.15766,0.03798,0.07643,0.16743,-0.16211,1.37982,0.02885,1.44592,1.31434,5.89971,2.67252,25.77300,3.70324,-4.92940,1.04680,-3.69281,-10.90298
428,8.44834280014038,898000,28371.32835,514015.65856,42358.90764,0.00385,8.44039,0.00404,0.00000,-29.42734,0.00000,-67.06648,0.00000,-9.10435,0.00000,63.85117,0.00000,-91.02065,0.00000,-94.08487,0.00000,431.51620,1.00000,282718.53831,0.00000,801.25986,0.00000,-11.17841,0.10000,171.46945,10.35854,203.33488,148.24539,19.31937,0.12063,19.69124,19.17580,0.36667,0.00368,0.37207,0.36136,0.10912,0.00175,0.11254,0.10651,0.05269,0.00114,0.05475,0.05099,0.06922,0.00018,0.06970,0.06894,0.06080,0.00011,0.06101,0.06056,10.76134,0.06257,10.85513,10.67280,0.04984,0.00006,0.04994,0.04972,0.40357,0.00165,0.40922,0.40131,0.55092,0.00502,0.55811,0.54392,-0.55212,0.35971,0.23619,-1.46689,-23561.98883,629.73758,-21772.33789,-25459.82031,311523.15441,155096.90086,1098600.37500,123788.39062,272892.13379,137302.03928,1277732.87500,121955.00000,1264.79431,630.74953,3936.97778,305.69351,70601405.05000,36110511.98384,241147632.00000,18043726.00000,65297177.18000,27379699.62497,244388800.00000,22001794.00000,-1.01170,0.02381,-0.96128,-1.07966,0.47365,0.01825,0.58826,0.43795,0.68094,0.53549,2.00000,0.07891,-3.71785,1.34653,-2.78917,-20.00000,4.33191,0.72277,6.43893,2.51677,4.40150,0.63835,6.09273,3.09540,3.36570,0.39015,4.64896,2.34667,2.92990,0.41369,3.87632,1.83123,4.05017,0.50326,5.47883,2.97696,3.94952,0.47900,5.20400,2.90441,4.13594,0.61442,6.11773,2.28715,4.00083,0.38851,5.12527,2.95054,4.11632,0.52848,5.67261,2.72966,3.71537,0.62566,5.03573,2.12525,3.89972,0.29593,4.65635,3.14624,4.05045,0.17333,4.69315,3.52604,24.78111,7.71390,88.19733,18.26284,-6.62295,1.27525,-4.49688,-12.06252,0.08216,0.03721,0.18810,-0.01403,1.41528,0.07342,2.20055,1.27839,6.23313,8.15516,116.49418,3.68595,-5.17495,1.03311,-3.88261,-11.16306
429,8.509711742401123,900000,37472.58840,639547.42754,40838.79740,0.04658,8.45904,0.00402,0.66667,73331.96619,0.00000,-67.31317,0.00000,-9.00933,0.00000,-11.79735,0.00000,-65.14836,0.00000,-88.02650,0.00000,-5.29698,1.00000,286142.28815,0.00000,4336.73195,0.00000,11161.48938,0.16667,171.14493,10.55622,199.72133,148.17290,20.16722,0.17071,20.39887,19.70499,0.38034,0.00276,0.38416,0.37227,0.10328,0.00182,0.10649,0.10022,0.04955,0.00095,0.05098,0.04804,0.07027,0.00022,0.07069,0.06965,0.06096,0.00042,0.06191,0.06050,10.62642,0.11385,10.83403,10.49180,0.04972,0.00008,0.04989,0.04959,0.41463,0.00215,0.41852,0.40938,0.54008,0.00163,0.54384,0.53730,-0.25330,0.39251,0.55346,-1.49135,-23586.75810,674.65536,-21656.94141,-25300.58789,291867.12934,241291.68826,3249524.00000,114188.95312,309466.69164,245450.54238,3330601.00000,121128.32812,1281.00917,676.35677,6749.11084,357.78836,61188467.52000,25540295.73819,158024592.00000,18815940.00000,73018146.81000,29316591.32830,220532656.00000,21894416.00000,-1.01732,0.02042,-0.96632,-1.06988,0.47554,0.01597,0.54003,0.44354,0.62350,0.42987,2.00000,0.09116,-3.52589,1.25614,-2.66772,-20.00000,4.06093,0.98581,6.88239,2.30138,4.20855,0.71568,6.02147,2.84008,3.26541,0.41765,4.50096,2.13220,3.05658,0.44455,4.19608,1.89941,4.15912,0.37592,5.23283,3.31127,4.25871,0.41654,5.50843,3.23952,3.69279,0.63765,5.41435,1.85276,3.97853,0.43559,5.39466,2.93372,4.18383,0.39181,5.27044,3.07689,3.95215,0.51665,5.57109,2.58575,3.88166,0.22750,4.41977,3.36647,3.98491,0.13249,4.51157,3.63615,23.27857,5.33303,64.59814,17.76939,-6.58399,1.18185,-4.34768,-10.79602,0.08434,0.04380,0.19005,-0.02836,1.40577,0.04886,1.83850,1.33342,5.41630,5.39241,78.87304,3.87101,-4.75145,1.77875,-3.71960,-28.09991
430,8.615642547607422,902000,44770.49438,368524.68160,41118.46781,0.00383,8.60771,0.00406,1.00000,175311.39472,0.00000,-61.69029,0.00000,-10.74548,0.00000,-29.23766,0.00000,-59.68351,0.00000,-91.53141,0.00000,-12.41797,1.00000,265948.02248,0.00000,3910.78103,0.00000,2800.05188,0.20000,172.09401,10.44118,197.62743,148.94716,19.50320,0.24754,19.94002,19.23636,0.38516,0.00386,0.39148,0.37977,0.09966,0.00053,0.10020,0.09862,0.04731,0.00042,0.04803,0.04656,0.07014,0.00032,0.07076,0.06982,0.06288,0.00049,0.06375,0.06192,10.50654,0.02002,10.55185,10.47019,0.05006,0.00020,0.05033,0.04980,0.41783,0.00144,0.41989,0.41582,0.53867,0.00172,0.54116,0.53544,0.03876,0.35999,0.97952,-0.89701,-23612.27725,690.03055,-21682.52539,-25895.32812,328740.50703,403168.18124,5575447.50000,116616.82812,314277.23613,388451.50952,5275334.00000,108961.25000,1210.86165,651.65754,5871.21729,259.45111,64959200.66000,31032851.16681,245863456.00000,18099808.00000,64454139.19000,30723895.53990,289487040.00000,23053484.00000,-1.01249,0.01952,-0.95248,-1.06391,0.49039,0.01527,0.53331,0.45439,0.62438,0.44807,2.00000,0.10964,-3.44186,1.18239,-2.65511,-14.71083,3.62961,0.71538,5.71347,2.17994,4.36097,0.47028,6.21353,3.32600,3.91251,0.53936,5.60613,2.65831,3.53432,0.33306,4.41390,2.65541,3.86339,0.43521,4.98652,2.66383,4.32932,0.51690,6.04737,2.91142,4.05580,0.55162,5.83201,2.51942,4.08174,0.37207,5.11173,3.24764,3.95446,0.42301,5.46441,2.96953,3.89730,0.53805,5.36937,2.62701,3.96194,0.21528,4.53214,3.45800,3.99419,0.12879,4.30590,3.65573,24.79257,6.30315,59.23420,17.23007,-6.65104,1.25955,-3.99421,-11.18393,0.03634,0.06498,0.19487,-0.07294,1.42209,0.03895,1.59405,1.33688,5.32714,4.75175,53.71748,3.68368,-5.42225,0.97033,-3.77643,-10.13897
431,8.490432262420654,904000,39519.19236,502826.59251,19192.10478,0.20663,8.27933,0.00436,0.66667,95287.95128,0.00000,-66.92835,0.00000,-9.55167,0.00000,-28.06985,0.00000,-91.31453,0.00000,-88.04462,0.00000,125.07736,1.00000,298726.51988,0.00000,1345.43034,0.00000,-9.14625,0.16667,173.01586,9.48209,200.57976,146.98219,19.69129,0.17641,19.96169,19.30410,0.38936,0.00307,0.39213,0.38325,0.10073,0.00110,0.10206,0.09903,0.04668,0.00012,0.04688,0.04651,0.06937,0.00040,0.07003,0.06886,0.06432,0.00021,0.06462,0.06376,10.60158,0.04500,10.67517,10.54511,0.05096,0.00083,0.05266,0.05018,0.43518,0.01023,0.44529,0.41671,0.53534,0.00161,0.53821,0.53245,0.13923,0.35341,1.09888,-0.82275,-23643.94432,584.79532,-22202.12305,-25406.79492,360940.83602,594372.74129,6112592.50000,112673.52344,364257.72508,578917.79590,5889145.50000,132980.29688,1311.49832,615.94644,3867.22241,412.03778,62488136.22000,25428451.20992,191934224.00000,21086954.00000,66417181.12000,28568627.02504,206537760.00000,24098822.00000,-0.99425,0.03452,-0.92321,-1.09792,0.49221,0.01701,0.53352,0.45403,0.72468,0.54389,2.00000,0.20593,-3.34093,0.65857,-2.64410,-11.30968,4.43519,0.61572,6.74077,3.20271,3.84421,0.62571,5.86209,2.52102,4.32532,0.52761,5.92084,3.07832,4.05584,0.47311,5.55755,2.99160,3.88627,0.42890,4.98344,2.60498,4.14457,0.40290,5.02779,2.89519,4.13076,0.56941,5.35778,2.62718,4.55013,0.58741,5.78330,3.16353,4.62266,0.63875,6.46004,3.17175,3.94783,0.57597,5.54589,2.76415,4.19428,0.24371,4.79505,3.67654,4.05511,0.13490,4.51303,3.73951,24.66577,6.11045,71.18435,16.89489,-6.40456,1.30153,-4.07507,-12.53321,0.09096,0.04567,0.21872,0.00188,1.47047,0.03020,1.54905,1.41633,5.10881,1.55241,20.32059,3.92459,-5.98347,1.40588,-3.93405,-11.23389
432,8.620857000350952,906000,32195.58978,502551.21697,35989.66284,0.01185,8.60488,0.00408,0.00000,49692.11944,0.00000,-70.31837,0.00000,-9.30222,0.00000,-28.12320,0.00000,-60.41064,0.00000,-101.44118,0.00000,714.64318,1.00000,269799.13008,0.00000,2036.88753,0.00000,-17.28680,0.10000,171.00461,9.71265,192.68079,146.32408,19.95787,0.04437,20.01546,19.87146,0.38451,0.00136,0.38689,0.38226,0.10302,0.00033,0.10353,0.10204,0.04782,0.00072,0.04898,0.04668,0.06756,0.00101,0.06917,0.06607,0.06482,0.00014,0.06510,0.06459,10.74311,0.04881,10.81352,10.67801,0.05284,0.00018,0.05341,0.05264,0.44484,0.00121,0.44743,0.44323,0.52597,0.00330,0.53304,0.52203,0.11766,0.32908,0.94160,-0.70470,-23633.43249,655.26167,-21967.65820,-25361.91211,299012.10645,198855.50185,1848631.62500,97678.19531,295224.14406,173155.24695,1747764.37500,120344.49219,1128.57805,569.83655,3985.70435,356.15512,64903081.27000,29611825.02729,213476784.00000,20879866.00000,70657883.51000,28325925.15054,198003632.00000,19674468.00000,-1.01092,0.01916,-0.93889,-1.06364,0.48660,0.01325,0.52895,0.45509,0.50064,0.39309,2.00000,0.11983,-3.36124,0.80359,-2.71351,-12.28230,4.00563,0.49679,5.42476,2.88380,3.89078,0.49889,5.36473,2.79555,4.16397,0.52989,5.61965,2.91379,4.69302,0.44115,5.89516,3.54264,3.51103,0.36734,4.76285,2.65999,3.97577,0.43370,5.02626,2.81906,4.09719,0.60999,5.83240,2.76081,4.17236,0.43196,5.85118,3.25894,4.01784,0.46924,5.25637,2.93519,3.85447,0.52644,5.45556,2.54623,4.03821,0.17603,4.54624,3.62997,3.98289,0.12571,4.40887,3.69657,23.45188,6.31344,76.00804,16.38724,-6.40321,1.19878,-4.19125,-10.43077,0.10272,0.04277,0.18388,-0.03513,1.43076,0.03011,1.53106,1.37058,4.93908,2.69721,38.90471,3.76536,-5.16767,1.10621,-3.72018,-9.60495
433,8.72434401512146,908000,38558.29241,545005.88346,42577.28524,0.06134,8.65879,0.00417,0.00000,103299.22422,0.00000,-40.80579,0.00000,-9.84802,0.00000,-47.23763,0.00000,-56.32190,0.00000,-89.15955,0.00000,-16.09691,1.00000,282266.44260,0.00000,62.26591,0.00000,214.46120,0.10000,172.45671,9.42267,194.01897,144.43172,19.95831,0.14447,20.18222,19.73021,0.38805,0.00484,0.39897,0.38244,0.10290,0.00046,0.10365,0.10224,0.05003,0.00047,0.05080,0.04899,0.06492,0.00084,0.06609,0.06344,0.06538,0.00062,0.06636,0.06454,10.86286,0.03925,10.94424,10.80001,0.05440,0.00027,0.05470,0.05343,0.44928,0.00361,0.45868,0.44564,0.54209,0.00879,0.55053,0.52388,0.24894,0.48804,1.50674,-0.97740,-23706.59117,643.34125,-21907.53906,-25403.61523,372438.00969,447789.78759,5705167.00000,128397.50000,345936.10277,231275.44167,2171307.50000,117727.52344,1271.71423,685.46062,4015.26831,296.35052,78330667.45000,97672007.59187,1332944000.00000,20828332.00000,76879809.74000,49225501.38799,525812608.00000,21996064.00000,-1.00426,0.02411,-0.94704,-1.06659,0.49343,0.01305,0.53389,0.46132,0.54769,0.40837,2.00000,0.10433,-3.44833,0.86473,-2.67922,-14.50040,3.81701,0.67549,5.92936,2.24916,4.48730,0.50838,6.01904,3.03537,3.87520,0.44209,5.01547,2.80173,4.51124,0.46039,5.95442,3.47241,3.55986,0.44541,4.90002,2.59326,4.27385,0.47298,5.66598,3.17031,4.13557,0.55212,5.63148,2.81132,4.16509,0.62606,6.15261,2.96607,4.29143,0.47108,5.72558,3.22606,4.47852,0.68013,6.10945,2.79712,4.15951,0.23217,4.89684,3.71656,4.14119,0.15977,4.55819,3.74129,22.71571,4.24524,62.35756,16.89663,-6.46062,1.31052,-4.19513,-12.97737,0.07796,0.03121,0.15862,-0.00184,1.46116,0.04595,1.62105,1.37318,4.97378,2.19136,34.33035,3.76180,-5.02583,0.87445,-3.86259,-15.08812
434,8.236167192459106,910000,48925.34081,529336.32038,28184.97591,0.00381,8.22843,0.00387,0.66667,205948.73450,0.00000,-55.69554,0.00000,-18.78244,0.00000,-29.92060,0.00000,-63.74845,0.00000,-91.82673,0.00000,335.00566,1.00000,282492.69324,0.00000,-14.19796,0.00000,751.14640,0.16667,173.04680,10.03306,198.18472,147.95540,19.58071,0.11850,19.72929,19.33779,0.40377,0.00145,0.40644,0.39910,0.10231,0.00031,0.10276,0.10127,0.05213,0.00063,0.05335,0.05082,0.06187,0.00106,0.06342,0.05996,0.06720,0.00068,0.06849,0.06630,11.06815,0.06702,11.20859,10.94540,0.05560,0.00060,0.05626,0.05439,0.45889,0.00193,0.46196,0.45652,0.55349,0.00404,0.55917,0.54694,0.21776,0.53880,1.28713,-1.23645,-23814.61556,642.28162,-22323.13672,-25921.15430,342327.25781,341422.51683,3974371.25000,124343.82812,364316.88074,309547.84041,3064036.75000,123317.00000,1295.73662,623.49247,3503.46411,319.58670,68546315.71000,33556439.44255,298970560.00000,26864366.00000,75635960.91000,36385971.24020,239883280.00000,18801170.00000,-1.00441,0.01942,-0.95197,-1.04154,0.47293,0.01354,0.51681,0.43717,0.55894,0.45851,2.00000,0.02397,-3.53201,0.44831,-2.73668,-4.58319,3.77222,0.61371,5.15133,2.10756,4.19332,0.43471,5.36763,3.25808,3.86585,0.46814,5.15008,2.53915,4.65994,0.56020,6.36340,2.89575,3.40501,0.40735,4.53512,2.33027,4.26602,0.70764,6.12398,2.61370,4.24592,0.57878,5.65833,2.48760,4.37475,0.66245,6.75272,3.16587,4.01722,0.48967,5.66374,2.99224,4.18131,0.59609,6.05337,2.65019,4.09815,0.24560,4.81771,3.47381,4.06129,0.13865,4.46214,3.70217,23.01026,3.37642,34.21383,17.08859,-6.57209,1.29202,-3.84394,-10.22673,0.13958,0.04787,0.23436,0.01256,1.44345,0.04191,1.55352,1.33738,4.85338,0.68696,10.68656,3.78827,-4.82393,0.46048,-3.85086,-6.32309
